created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 20:28:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.050841750841750855,0.39461279461279464,en,0,,ewaewa90,268,817,,[],[],"Kampala, Uganda"
Fri Jun 18 20:28:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.25625000000000003,0.48124999999999996,en,813,270.0,chinwind1,426,126,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",Melbourne Australia
Fri Jun 18 20:28:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.050841750841750855,0.39461279461279464,en,0,,stridechc,691,819,,[],"[{'screen_name': 'HHSGov', 'name': 'HHS.gov', 'id': 44783853, 'id_str': '44783853', 'indices': [0, 7]}, {'screen_name': 'XavierBecerra', 'name': 'Xavier Becerra', 'id': 565469671, 'id_str': '565469671', 'indices': [18, 32]}]",Colorado
Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8,911,332 doses of #COVID19 vaccine have been administered citywide, including:

• 4,630,909 first doses
• 3,900,158 second doses
• 380,265 single doses

Vaccines = freedom. Help us finish this fight.

➡️ https://t.co/KwhEv8K9Bt
➡️ https://t.co/M175DraIG0",0.050841750841750855,0.39461279461279464,en,4,1.0,MWhalan,3998,4998,,"[{'text': 'COVID19', 'indices': [33, 41]}]","[{'screen_name': 'NYCMayor', 'name': 'Mayor Bill de Blasio', 'id': 19834403, 'id_str': '19834403', 'indices': [3, 12]}]",Kiama
Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",-0.23645833333333335,0.3375,en,136,120.0,JustSxbs,488,413,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]","FUCK ISRAEL, FREE PALESTINE"
Fri Jun 18 20:29:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.024999999999999994,0.3666666666666667,en,399,194.0,UkSophism,3745,4803,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 20:29:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On International Women’s Day, join me in celebrating some of the inspiring women who made #COVID19 vaccines possible. Know their names and the work they’ve done to get us to this point. Drumroll please...🥁 #IWD2021",0.6,0.8,en,1621,275.0,MichaelJ341,159,435,,"[{'text': 'COVID19', 'indices': [106, 114]}]","[{'screen_name': 'AnitaZaidi', 'name': 'Anita Zaidi', 'id': 3415738318, 'id_str': '3415738318', 'indices': [3, 14]}]","Dallas, TX"
Fri Jun 18 20:29:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",-0.0625,0.5,en,450,182.0,egrrienemr,940,779,,"[{'text': 'COVID19', 'indices': [64, 72]}]","[{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [3, 13]}]",Scotland
Fri Jun 18 20:29:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",0.050841750841750855,0.39461279461279464,en,27,31.0,InsightfulW0rds,11,29,,[],"[{'screen_name': 'itranslate123', 'name': 'Refaat🇵🇸', 'id': 1267418873177034753, 'id_str': '1267418873177034753', 'indices': [3, 17]}, {'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [19, 25]}]",
Fri Jun 18 20:29:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in making a big vaccine day like this happen. Thank you to all involved.

(Lake Superior III, by Lawren Harris) https://t.co/ApRcF2fyNR",0.4,0.375,en,3251,210.0,ApplythePeppa,711,1264,,"[{'text': 'COVID19', 'indices': [46, 54]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]",
Fri Jun 18 20:29:22 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in making a big vaccine day like this happen. Thank you to all involved.

(Lake Superior III, by Lawren Harris) https://t.co/ApRcF2fyNR",0.04583333333333336,0.4236111111111111,en,3251,211.0,viralvideovlogs,6856,4582,,"[{'text': 'COVID19', 'indices': [46, 54]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]",കേരളം
Fri Jun 18 20:29:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",-0.23645833333333335,0.3375,en,399,195.0,burdish,1585,5000,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 20:29:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.16666666666666666,0.18888888888888888,en,136,121.0,awasim04,77,121,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]","Kolkata, India"
Fri Jun 18 20:29:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.1875,0.23750000000000002,en,20,17.0,hwilliams0085,955,2006,,"[{'text': 'covid19', 'indices': [96, 104]}]","[{'screen_name': 'QuizzicalGirl', 'name': '🌪Dr.Clare MD ❤️🧡💛💚💙💜', 'id': 932048245450313728, 'id_str': '932048245450313728', 'indices': [3, 17]}]",Northern California
Fri Jun 18 20:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.09375,0.28125,en,241,100.0,JuanBI15,69,129,,"[{'text': 'COVID19', 'indices': [42, 50]}]","[{'screen_name': 'SKyriakidesEU', 'name': 'Stella Kyriakides', 'id': 2476130260, 'id_str': '2476130260', 'indices': [3, 17]}]",
Fri Jun 18 20:30:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,0.13636363636363635,0.45454545454545453,en,478,285.0,mhedge76,31,134,,[],"[{'screen_name': 'HighWireTalk', 'name': 'The HighWire', 'id': 851985789072408576, 'id_str': '851985789072408576', 'indices': [3, 16]}]",
Fri Jun 18 20:30:19 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0625,0.325,en,0,,riverside,2611,975,,"[{'text': 'COVID19', 'indices': [53, 61]}]",[],Eastern Virginia
Fri Jun 18 20:30:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,0.050841750841750855,0.39461279461279464,en,6,5.0,Communist23,2073,5003,,"[{'text': 'covid19', 'indices': [100, 108]}, {'text': 'Africa', 'indices': [110, 117]}]","[{'screen_name': 'ShelterBox', 'name': 'ShelterBox', 'id': 24688485, 'id_str': '24688485', 'indices': [3, 14]}]",
Fri Jun 18 20:31:07 +0000 2021,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>",,0.25,0.25,en,0,,AllBrPolitics,225,106,,[],[],Brazil
Fri Jun 18 20:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.24318181818181817,0.5022727272727273,en,0,,DerekMcLellan2,138,848,,[],"[{'screen_name': 'TeeterBuilt', 'name': 'Nicklas Teeters', 'id': 1192159206, 'id_str': '1192159206', 'indices': [0, 12]}, {'screen_name': 'TysonJWhite', 'name': 'Tyson White', 'id': 2585205148, 'id_str': '2585205148', 'indices': [13, 25]}, {'screen_name': 'FoxInSahara', 'name': 'DesertFox', 'id': 2197811635, 'id_str': '2197811635', 'indices': [26, 38]}, {'screen_name': 'BLAIMGame', 'name': 'BLAIM GAME', 'id': 28311843, 'id_str': '28311843', 'indices': [39, 49]}, {'screen_name': 'muosabkhalaf', 'name': 'مُصْعَبْ :)', 'id': 355333413, 'id_str': '355333413', 'indices': [50, 63]}, {'screen_name': 'mehdirhasan', 'name': 'Mehdi Hasan', 'id': 130557513, 'id_str': '130557513', 'indices': [64, 76]}]","Glasgow, Scotland"
Fri Jun 18 20:31:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",-0.1625,0.2375,en,816,271.0,macchica26,1937,2217,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]","Maple Grove, MN"
Fri Jun 18 20:31:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",0.13333333333333333,0.45555555555555555,en,935,526.0,JaliaM11,62,145,,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",
Fri Jun 18 20:31:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New Death
 
Current 7-Day Average: 78 (6.4 per 100,000)
 
Full details: https://t.co/1TCwQc5FHE

COVID-19 Dashboard: https://t.co/kvBuGtI65o https://t.co/ipTw6A82eZ",0.35000000000000003,0.7444444444444445,en,8,6.0,m_larock,1494,4762,,"[{'text': 'COVID19SK', 'indices': [11, 21]}]","[{'screen_name': 'SKGov', 'name': 'Government of Saskatchewan', 'id': 281756281, 'id_str': '281756281', 'indices': [3, 9]}]",Land of Living Skies & Bannock
Fri Jun 18 20:31:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.24318181818181817,0.5022727272727273,en,0,,lyndsaylewellen,45,50,,[],[],
Fri Jun 18 20:31:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",-0.006249999999999999,0.35803571428571435,en,401,196.0,awasim04,77,121,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Kolkata, India"
Fri Jun 18 20:32:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.3,0.7222222222222222,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 20:32:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.16666666666666666,0.18888888888888888,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 20:32:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccines are being forced on people.
#SARSCoV2 #COVID19 #Lockdown #Vaccines
https://t.co/EUHZd1qzl0",0.17222222222222222,0.3944444444444445,en,6,3.0,ajividen73,300,963,,[],"[{'screen_name': 'jeremyrhammond', 'name': 'Jeremy R. Hammond', 'id': 164976578, 'id_str': '164976578', 'indices': [3, 18]}]",
Fri Jun 18 20:32:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,0.02727272727272727,0.4909090909090909,en,68,40.0,CubaReport,2813,1208,,"[{'text': 'Cuban', 'indices': [69, 75]}, {'text': 'COVID19', 'indices': [76, 84]}, {'text': 'vaccines', 'indices': [85, 94]}]","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]","Havana, Cuba"
Fri Jun 18 20:32:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",0.13333333333333333,0.45555555555555555,en,12,5.0,PatrickP_Viking,305,117,,"[{'text': 'FridayVaccineFacts', 'indices': [12, 31]}, {'text': 'BringingSummerBack', 'indices': [41, 60]}]","[{'screen_name': 'ncdhhs', 'name': 'NCDHHS', 'id': 1667792120, 'id_str': '1667792120', 'indices': [3, 10]}]","Durham, NC"
Fri Jun 18 20:32:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.25625000000000003,0.48124999999999996,en,75,61.0,DeAissata,2119,314,,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]",Banjul
Fri Jun 18 20:33:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.0,0.6,en,151,96.0,JohnHRandall1,10,76,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","Green Bay, Wisconsin"
